STUDENT_ID,GENDER,PLACEMENT,HONOR_OPTED_OR_NOT,EDUCATION_TYPE,ACADEMIC_PROGRAM,COURSE 1 MARKS,COURSE 2 MARKS,COURSE 3 MARKS,COURSE 4 MARKS,COURSE 5 MARKS,PERCENTILE,OVEARLL_GRADE
SB11201320123742,F,Yes,Yes,TECHNICAL/ACADEMIC,ELECTRONIC ENGINEERING,71,70,92,94,73,89,FIRST CLASS
SB11201320123763,M,Yes,No,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,96,43,86,74,47,80,FIRST CLASS
SB11201320123769,M,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,94,72,88,46,54,80,FIRST CLASS
SB11201320123771,F,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,45,15,29,61,42,33,FIRST CLASS
SB11201320124154,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,71,49,57,43,24,52,SECOND CLASS
SB11201320124216,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,95,92,58,85,73,90,THIRD CLASS
SB11201320124221,M,Yes,No,ACADEMIC,CIVIL ENGINEERING,99,83,54,73,11,76,THIRD CLASS
SB11201320124224,M,Yes,Yes,ACADEMIC,MECHANICAL ENGINEERING,85,40,70,37,15,53,THIRD CLASS
SB11201320124447,M,Yes,Yes,ACADEMIC,MECHANICAL ENGINEERING,90,11,53,10,41,40,DISTINCTION
SB11201320124864,M,No,No,ACADEMIC,INDUSTRIAL ENGINEERING,64,49,11,73,63,52,FIRST CLASS
SB11201320125027,M,No,No,TECHNICAL,INDUSTRIAL ENGINEERING,53,10,7,15,41,14,DISTINCTION
SB11201320125156,F,No,No,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,66,89,32,2,86,57,DISTINCTION
SB11201320125358,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,100,98,41,94,62,94,THIRD CLASS
SB11201320125502,M,Yes,No,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,100,98,70,94,95,99,THIRD CLASS
SB11201320125659,M,No,No,TECHNICAL,INDUSTRIAL ENGINEERING,79,79,81,68,16,73,SECOND CLASS
SB11201320125681,M,Yes,No,TECHNICAL,INDUSTRIAL ENGINEERING,98,88,26,70,10,68,FIRST CLASS
SB11201320125739,M,Yes,No,TECHNICAL,INDUSTRIAL ENGINEERING,100,49,86,57,72,85,SECOND CLASS
SB11201320125762,M,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,90,54,76,43,35,67,FIRST CLASS
SB11201320125803,M,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,100,96,95,92,78,100,THIRD CLASS
SB11201320125870,M,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,78,86,60,63,22,70,DISTINCTION
SB11201320125873,F,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,83,93,66,46,22,72,DISTINCTION
SB11201320125886,M,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,70,62,57,38,7,45,DISTINCTION
SB11201320125894,F,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,31,38,14,58,14,23,DISTINCTION
SB11201320125899,M,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,93,93,100,96,77,98,DISTINCTION
SB11201320125911,M,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,93,64,81,72,84,87,DISTINCTION
SB11201320125931,F,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,100,94,98,75,61,97,FIRST CLASS
SB11201320125933,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,86,55,77,13,47,61,DISTINCTION
SB11201320126017,M,No,No,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,94,73,69,19,86,78,DISTINCTION
SB11201320126089,M,Yes,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,93,98,96,39,33,87,SECOND CLASS
SB11201320126445,F,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,53,55,38,56,64,55,FIRST CLASS
SB11201320126499,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,95,81,94,86,34,90,FIRST CLASS
SB11201320126527,M,Yes,Yes,ACADEMIC,ELECTRIC ENGINEERING,98,86,76,82,7,82,FIRST CLASS
SB11201320126583,F,No,No,ACADEMIC,INDUSTRIAL ENGINEERING,88,65,79,72,91,87,FIRST CLASS
SB11201320126676,M,Yes,No,ACADEMIC,MECHANICAL ENGINEERING,76,78,47,83,7,64,FIRST CLASS
SB11201320126680,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,73,43,26,72,80,64,FIRST CLASS
SB11201320126704,F,Yes,No,ACADEMIC,MECHANICAL ENGINEERING,94,78,68,81,68,86,DISTINCTION
SB11201320126722,M,Yes,Yes,TECHNICAL,INDUSTRIAL ENGINEERING,70,28,16,39,27,31,DISTINCTION
SB11201320126780,F,Yes,Yes,ACADEMIC,PRODUCTION ENGINEERING,93,64,89,87,69,89,THIRD CLASS
SB11201320126818,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,96,95,91,92,89,97,THIRD CLASS
SB11201320127135,M,No,No,ACADEMIC,INDUSTRIAL ENGINEERING,51,41,62,51,78,61,DISTINCTION
SB11201320127378,F,Yes,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,66,25,49,67,64,57,FIRST CLASS
SB11201320127440,F,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,91,63,56,73,51,74,FIRST CLASS
SB11201320127792,M,No,No,ACADEMIC,INDUSTRIAL ENGINEERING,96,96,82,93,98,98,FIRST CLASS
SB11201320127900,F,No,No,TECHNICAL,INDUSTRIAL ENGINEERING,83,30,76,63,47,65,FIRST CLASS
SB11201320127945,M,Yes,No,TECHNICAL/ACADEMIC,ELECTRONIC ENGINEERING,94,65,92,87,0,52,FIRST CLASS
SB11201320127968,M,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,99,78,95,74,25,89,FIRST CLASS
SB11201320128098,M,No,No,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,96,95,96,61,10,85,FIRST CLASS
SB11201320128316,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,90,87,66,85,5,75,FIRST CLASS
SB11201320128572,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,88,64,32,1,57,16,FIRST CLASS
SB11201320128618,F,Yes,No,TECHNICAL/ACADEMIC,CHEMICAL ENGINEERING,100,99,100,93,31,99,FIRST CLASS
SB11201320128871,F,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,88,34,74,44,28,60,DISTINCTION
SB11201320128884,F,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,23,64,14,14,30,22,FIRST CLASS
SB11201320128892,F,No,No,ACADEMIC,INDUSTRIAL ENGINEERING,93,98,97,69,63,94,DISTINCTION
SB11201320128894,F,Yes,No,ACADEMIC,CIVIL ENGINEERING,35,16,44,52,57,36,FIRST CLASS
SB11201320128926,M,Yes,No,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,96,63,89,42,10,70,FIRST CLASS
SB11201320129019,F,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,37,20,22,2,3,6,DISTINCTION
SB11201320129124,F,Yes,No,ACADEMIC,CIVIL ENGINEERING,92,24,20,76,0,12,FIRST CLASS
SB11201320129170,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,94,100,94,29,83,99,FIRST CLASS
SB11201320129189,M,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,58,24,52,73,49,53,FIRST CLASS
SB11201320129341,M,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,86,45,62,71,60,71,FIRST CLASS
SB11201320129355,F,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,97,76,77,71,41,83,FIRST CLASS
SB11201320129515,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,89,30,3,30,77,41,FIRST CLASS
SB11201320129553,F,No,No,ACADEMIC,CIVIL ENGINEERING,71,82,92,6,4,52,FIRST CLASS
SB11201320129572,F,Yes,Yes,ACADEMIC,ELECTRONIC ENGINEERING,97,84,31,74,18,73,FIRST CLASS
SB11201320129602,F,No,No,TECHNICAL/ACADEMIC,ELECTRONIC ENGINEERING,94,86,69,70,19,79,FIRST CLASS
SB11201320129727,M,Yes,No,ACADEMIC,TRANSPORTATION AND ROAD ENGINEERING,98,79,89,68,84,92,DISTINCTION
SB11201320129845,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,85,2,5,93,47,40,THIRD CLASS
SB11201320129898,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,82,93,88,91,88,95,THIRD CLASS
SB11201320129928,M,Yes,Yes,TECHNICAL,INDUSTRIAL ENGINEERING,55,84,85,98,100,96,FIRST CLASS
SB11201320129938,M,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,60,3,1,57,83,25,FIRST CLASS
SB11201320130291,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,37,31,7,76,8,22,FIRST CLASS
SB11201320130306,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,58,47,60,80,68,69,FIRST CLASS
SB11201320130489,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,95,99,100,92,98,100,FIRST CLASS
SB11201320130498,F,Yes,No,TECHNICAL,INDUSTRIAL ENGINEERING,84,89,88,83,92,94,FIRST CLASS
SB11201320130514,M,Yes,No,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,96,84,84,81,93,94,THIRD CLASS
SB11201320130569,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,81,81,83,87,48,85,FIRST CLASS
SB11201320130573,F,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,98,49,21,85,59,73,FIRST CLASS
SB11201320130660,M,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,92,60,8,72,0,14,FIRST CLASS
SB11201320130661,M,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,46,71,53,32,4,37,FIRST CLASS
SB11201320130869,M,No,No,TECHNICAL,CIVIL ENGINEERING,93,81,17,55,22,59,FIRST CLASS
SB11201320130910,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,65,39,37,65,64,57,FIRST CLASS
SB11201320130919,M,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,9,12,2,23,4,3,FIRST CLASS
SB11201320130929,F,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,88,81,81,74,73,87,FIRST CLASS
SB11201320130954,M,No,No,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,94,100,99,91,90,99,FIRST CLASS
SB11201320131104,M,No,No,TECHNICAL,INDUSTRIAL ENGINEERING,86,51,82,46,89,79,FIRST CLASS
SB11201320131148,F,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,84,43,17,72,69,60,THIRD CLASS
SB11201320131161,F,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,73,71,54,93,57,79,FIRST CLASS
SB11201320131162,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,62,82,86,93,100,97,FIRST CLASS
SB11201320131181,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,96,100,92,100,89,100,THIRD CLASS
SB11201320131189,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,28,21,26,34,33,22,FIRST CLASS
SB11201320131194,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,27,4,23,66,0,2,FIRST CLASS
SB11201320131221,F,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,65,25,62,66,58,58,FIRST CLASS
SB11201320131231,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,85,81,96,90,84,94,THIRD CLASS
SB11201320131238,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,69,34,9,65,9,29,FIRST CLASS
SB11201320131257,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,86,93,72,68,89,89,FIRST CLASS
SB11201320131264,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,77,83,85,85,58,86,FIRST CLASS
SB11201320131274,F,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,61,94,61,70,44,75,FIRST CLASS
SB11201320131292,F,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,82,82,90,51,43,78,FIRST CLASS
SB11201320131293,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,64,87,76,52,91,82,FIRST CLASS
SB11201320131694,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,71,55,87,27,0,19,FIRST CLASS
SB11201320131783,M,No,No,TECHNICAL,ELECTRONIC ENGINEERING,67,21,12,29,17,22,FIRST CLASS
SB11201320132041,M,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,99,78,85,79,5,81,FIRST CLASS
SB11201320132045,M,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,95,65,49,49,61,72,FIRST CLASS
SB11201320132053,M,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,87,52,67,78,93,85,FIRST CLASS
SB11201320132081,M,No,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,97,98,71,91,99,98,FIRST CLASS
SB11201320132247,M,Yes,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,78,57,67,75,17,65,DISTINCTION
SB11201320132311,M,Yes,Yes,ACADEMIC,TOPOGRAPHIC ENGINEERY,95,48,71,90,100,99,FIRST CLASS
SB11201320132375,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,6,10,13,7,7,3,FIRST CLASS
SB11201320132654,F,Yes,No,ACADEMIC,CIVIL ENGINEERING,97,99,98,81,42,95,THIRD CLASS
SB11201320132663,M,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,50,8,23,32,25,20,FIRST CLASS
SB11201320132700,M,No,No,ACADEMIC,INDUSTRIAL ENGINEERING,96,64,66,58,99,88,FIRST CLASS
SB11201320132717,F,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,62,36,31,37,42,39,FIRST CLASS
SB11201320132984,M,Yes,No,ACADEMIC,MECHANICAL ENGINEERING,16,35,34,48,98,49,FIRST CLASS
SB11201320133098,M,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,98,100,92,87,42,96,FIRST CLASS
SB11201320133099,M,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,41,20,28,17,84,35,FIRST CLASS
SB11201320133457,M,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,69,71,37,57,0,15,FIRST CLASS
SB11201320133458,F,Yes,Yes,TECHNICAL/ACADEMIC,CHEMICAL ENGINEERING,99,98,97,97,37,98,FIRST CLASS
SB11201320133478,F,No,No,TECHNICAL/ACADEMIC,TRANSPORTATION AND ROAD ENGINEERING,64,85,86,60,85,84,DISTINCTION
SB11201320133559,M,No,No,TECHNICAL/ACADEMIC,MECHATRONICS ENGINEERING,82,45,64,53,80,71,FIRST CLASS
SB11201320133613,M,Yes,No,TECHNICAL/ACADEMIC,CHEMICAL ENGINEERING,96,92,19,96,11,77,FIRST CLASS
SB11201320133615,M,Yes,Yes,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,97,1,46,91,77,67,FIRST CLASS
SB11201320133659,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,66,28,39,40,41,41,FIRST CLASS
SB11201320133689,M,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,95,60,82,91,72,90,FIRST CLASS
SB11201320133700,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,59,80,79,66,35,72,FIRST CLASS
SB11201320133770,M,Yes,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,89,39,83,68,27,70,FIRST CLASS
SB11201320133878,M,No,Yes,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,84,58,41,66,67,69,FIRST CLASS
SB11201320133989,M,Yes,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,77,47,51,49,50,57,FIRST CLASS
SB11201320133996,F,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,60,16,61,58,32,45,FIRST CLASS
SB11201320134009,M,Yes,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,90,43,18,52,80,60,FIRST CLASS
SB11201320134083,M,Yes,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,73,74,86,40,3,57,SECOND CLASS
SB11201320134153,M,Yes,No,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,88,63,57,46,77,73,FIRST CLASS
SB11201320134473,M,Yes,Yes,TECHNICAL,CIVIL ENGINEERING,93,86,93,79,10,84,FIRST CLASS
SB11201320134644,M,No,No,ACADEMIC,CIVIL ENGINEERING,86,75,28,54,73,68,FIRST CLASS
SB11201320134711,F,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,71,74,62,55,71,73,FIRST CLASS
SB11201320135117,F,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,52,38,21,20,50,30,FIRST CLASS
SB11201320135250,F,Yes,No,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,36,25,14,38,69,30,FIRST CLASS
SB11201320135268,F,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,66,71,7,81,53,56,FIRST CLASS
SB11201320135454,F,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,58,36,35,83,72,63,FIRST CLASS
SB11201320135521,F,No,No,TECHNICAL/ACADEMIC,TRANSPORTATION AND ROAD ENGINEERING,97,62,84,48,95,88,DISTINCTION
SB11201320135567,F,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,100,92,44,73,71,97,FIRST CLASS
SB11201320135697,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,80,77,80,87,64,86,FIRST CLASS
SB11201320135724,M,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,82,61,86,77,34,78,THIRD CLASS
SB11201320135734,M,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,58,86,67,29,72,70,FIRST CLASS
SB11201320135887,M,Yes,No,ACADEMIC,MECHANICAL ENGINEERING,99,93,85,64,77,93,FIRST CLASS
SB11201320135901,M,Yes,No,TECHNICAL,ELECTROMECHANICAL ENGINEERING,65,17,2,11,1,5,DISTINCTION
SB11201320136034,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,79,39,87,70,67,76,FIRST CLASS
SB11201320136095,F,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,73,33,85,68,83,76,THIRD CLASS
SB11201320136100,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,96,95,74,98,81,97,FIRST CLASS
SB11201320136172,F,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,62,83,49,36,3,44,FIRST CLASS
SB11201320136271,F,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,79,68,45,68,47,67,FIRST CLASS
SB11201320136324,F,No,No,TECHNICAL/ACADEMIC,ELECTRONIC ENGINEERING,78,58,79,75,83,82,FIRST CLASS
SB11201320136328,M,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,93,62,30,12,58,55,DISTINCTION
SB11201320136370,F,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,79,83,85,54,41,77,FIRST CLASS
SB11201320136401,M,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,42,7,9,29,10,9,FIRST CLASS
SB11201320136623,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,60,16,41,21,44,32,FIRST CLASS
SB11201320136733,M,Yes,No,ACADEMIC,CIVIL ENGINEERING,73,41,47,47,15,44,FIRST CLASS
SB11201320136802,M,Yes,No,ACADEMIC,CIVIL ENGINEERING,51,15,3,10,28,11,FIRST CLASS
SB11201320137128,M,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,45,54,52,26,43,44,FIRST CLASS
SB11201320137181,M,Yes,No,TECHNICAL,CIVIL ENGINEERING,97,77,35,40,46,68,FIRST CLASS
SB11201320137466,M,Yes,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,100,99,99,92,14,100,FIRST CLASS
SB11201320137468,F,Yes,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,69,55,72,86,29,71,FIRST CLASS
SB11201320137470,F,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,79,55,77,69,4,59,FIRST CLASS
SB11201320137496,M,No,No,TECHNICAL/ACADEMIC,MECHATRONICS ENGINEERING,67,90,86,83,42,83,FIRST CLASS
SB11201320137664,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,66,9,20,21,18,19,FIRST CLASS
SB11201320137665,M,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,77,4,18,62,76,41,FIRST CLASS
SB11201320137667,M,Yes,Yes,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,97,87,89,94,78,96,FIRST CLASS
SB11201320137752,M,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,1,50,43,10,86,26,DISTINCTION
SB11201320137811,F,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,78,76,58,55,26,65,DISTINCTION
SB11201320137846,M,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,93,81,53,92,14,79,THIRD CLASS
SB11201320137849,F,No,No,ACADEMIC,INDUSTRIAL ENGINEERING,100,52,48,52,97,85,DISTINCTION
SB11201320137976,F,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,84,86,99,85,49,92,FIRST CLASS
SB11201320137981,F,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,98,67,57,59,69,80,FIRST CLASS
SB11201320138078,M,Yes,No,TECHNICAL,INDUSTRIAL ENGINEERING,60,69,7,38,19,34,DISTINCTION
SB11201320138097,M,Yes,Yes,ACADEMIC,ELECTRONIC ENGINEERING,94,71,57,81,12,73,THIRD CLASS
SB11201320138245,F,No,No,ACADEMIC,INDUSTRIAL ENGINEERING,21,21,48,49,11,22,FIRST CLASS
SB11201320138337,F,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,75,31,72,61,58,64,FIRST CLASS
SB11201320138385,M,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,100,99,97,90,92,100,FIRST CLASS
SB11201320138405,M,Yes,No,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,97,84,72,97,48,91,FIRST CLASS
SB11201320138411,F,Yes,No,ACADEMIC,CHEMICAL ENGINEERING,85,91,46,91,76,88,THIRD CLASS
SB11201320138633,M,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,87,80,53,79,74,82,FIRST CLASS
SB11201320138643,M,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,73,54,11,60,60,50,FIRST CLASS
SB11201320138646,F,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,99,62,86,98,32,91,THIRD CLASS
SB11201320138696,F,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,97,87,56,69,62,84,FIRST CLASS
SB11201320138701,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,98,86,96,76,66,94,FIRST CLASS
SB11201320138707,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,98,99,90,99,18,96,FIRST CLASS
SB11201320138728,F,Yes,No,ACADEMIC,ELECTRIC ENGINEERING,79,42,37,49,59,56,FIRST CLASS
SB11201320138734,M,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,90,84,95,86,72,93,FIRST CLASS
SB11201320138735,M,Yes,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,100,94,87,88,57,96,FIRST CLASS
SB11201320138759,M,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,82,40,3,70,28,40,THIRD CLASS
SB11201320138830,M,Yes,No,TECHNICAL,INDUSTRIAL ENGINEERING,97,73,73,88,0,50,FIRST CLASS
SB11201320138885,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,92,66,62,78,48,78,FIRST CLASS
SB11201320138895,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,97,60,73,65,55,79,FIRST CLASS
SB11201320138928,M,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,96,86,71,74,31,83,FIRST CLASS
SB11201320138978,M,Yes,No,ACADEMIC,CHEMICAL ENGINEERING,99,87,86,87,10,87,FIRST CLASS
SB11201320138990,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,84,62,65,66,85,80,FIRST CLASS
SB11201320139070,M,Yes,No,ACADEMIC,CIVIL ENGINEERING,79,95,100,82,6,87,FIRST CLASS
SB11201320139139,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,82,35,36,63,92,68,THIRD CLASS
SB11201320139145,M,No,No,ACADEMIC,CIVIL ENGINEERING,30,9,25,5,0,1,FIRST CLASS
SB11201320139146,M,No,No,ACADEMIC,INDUSTRIAL ENGINEERING,88,40,72,51,12,56,FIRST CLASS
SB11201320139513,M,No,No,ACADEMIC,ELECTRIC ENGINEERING,95,100,96,97,82,99,THIRD CLASS
SB11201320139601,M,Yes,Yes,TECHNICAL,CATASTRAL ENGINEERING AND GEODESY,85,75,98,79,93,94,FIRST CLASS
SB11201320139663,M,No,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,86,49,77,18,4,46,FIRST CLASS
SB11201320139764,F,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,28,43,50,59,57,47,FIRST CLASS
SB11201320139773,M,Yes,No,ACADEMIC,CIVIL ENGINEERING,98,97,97,99,79,99,FIRST CLASS
SB11201320139793,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,81,21,36,42,36,42,FIRST CLASS
SB11201320139864,M,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,100,78,21,61,16,66,SECOND CLASS
SB11201320139873,M,Yes,No,TECHNICAL/ACADEMIC,ELECTRIC ENGINEERING,91,13,73,82,24,65,FIRST CLASS
SB11201320139991,M,Yes,Yes,TECHNICAL,AERONAUTICAL ENGINEERING,95,98,64,94,,95,FIRST CLASS
SB11201320140023,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,38,43,25,25,17,24,FIRST CLASS
SB11201320140204,,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,98,68,52,79,55,81,THIRD CLASS
SB11201320140208,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,90,63,9,50,84,62,FIRST CLASS
SB11201320140271,F,No,No,ACADEMIC,INDUSTRIAL ENGINEERING,48,40,37,46,73,49,FIRST CLASS
SB11201320140279,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,74,,74,87,81,87,FIRST CLASS
SB11201320140286,F,Yes,No,ACADEMIC,CHEMICAL ENGINEERING,83,83,83,,62,90,THIRD CLASS
